水质类别,序号,R通道一阶矩,G通道一阶矩,B通道一阶矩,R通道二阶矩,G通道二阶矩,B通道二阶矩,R通道三阶矩,G通道三阶矩,B通道三阶矩
1.0,37.0,0.580621484375,0.561303125,0.216130859375,0.008049767371186864,0.006028444943557171,0.01055174204107163,-0.0032263410771605347,-0.0010680608020655444,-0.004946952724059856
1.0,38.0,0.6227242187500001,0.612553125,0.323965234375,0.01062110541558756,0.007146254618898282,0.010910183515395125,-0.005517731563264826,-0.004449007145949144,-0.007402566330964152
1.0,39.0,0.576175,0.594012109375,0.282508203125,0.00706718179996454,0.005558138857770282,0.009740241690893577,-0.0049647068576311225,-0.0030404443462844193,-0.006881786806985645
1.0,4.0,0.6026265625,0.5890171875,0.29994375,0.008796956732524393,0.007132758419838802,0.009290170113737829,-0.0046260448230228115,-0.0035568692356684156,-0.005554005356412278
1.0,40.0,0.6171128906250001,0.61555859375,0.370064453125,0.026531730567345094,0.030205622380826486,0.10832431078580865,-0.019293101543821987,-0.022251820364084962,-0.08323897098192068
1.0,41.0,0.5519339843750001,0.549478125,0.26266484375,0.008401994150604193,0.005845179470886674,0.009990488610218144,-0.004760534609661125,-0.0019867695791368524,-0.007692972484329473
1.0,42.0,0.596726953125,0.53286875,0.275176171875,0.009906101812463694,0.007909623477428455,0.010956307762154761,-0.005307356722183722,-0.002631068932566656,-0.004434197784136586
1.0,43.0,0.596726953125,0.53286875,0.275176171875,0.009906101812463694,0.007909623477428455,0.010956307762154761,-0.005307356722183722,-0.002631068932566656,-0.004434197784136586
1.0,44.0,0.58810625,0.559064453125,0.283231640625,0.008236495516810384,0.007529624668610413,0.012053643621513102,-0.004610764199677872,-0.002565726859361394,-0.008719629982821522
1.0,45.0,0.583821875,0.519416796875,0.230236328125,0.008016163176377622,0.007149442285514061,0.010145246255065854,-0.0041646423140452886,-0.0015035297617791196,-0.004626448384785574
1.0,46.0,0.602328515625,0.53922421875,0.24583281250000003,0.008309985512767886,0.0075951062558785795,0.009752755394911165,-0.004763900888853583,-0.0038330202922205354,-0.004771785433946708
1.0,47.0,0.723797265625,0.671948828125,0.2539359375,0.011876013519402756,0.008302176160369204,0.012500086816104762,-0.008578868875009261,-0.0024206659810322505,-0.0060998752762934615
1.0,48.0,0.6418449218750001,0.6229203125,0.276486328125,0.010407769506824108,0.007109750848581563,0.010995881957052268,-0.007114814866336008,-0.003970844375082995,-0.006012390959071235
1.0,49.0,0.7368484375000001,0.692771484375,0.29296796875000003,0.01101857351939641,0.006609704841337443,0.01283653421752824,-0.005942081543841984,-0.0023609984218698845,-0.0026804948098837623
1.0,5.0,0.62320859375,0.53654375,0.262301953125,0.01147765404420252,0.007893750309283444,0.0106196918539109,-0.007530713731841773,-0.005147241206922273,-0.0054240491001094245
1.0,50.0,0.5726257812500001,0.53084609375,0.22852304687500002,0.010952486356871707,0.007169334679118482,0.013295486619414184,-0.0059489839690375895,-0.0020781912770860404,-0.00510140808252732
1.0,51.0,0.5550039062500001,0.5673750000000001,0.25965703125,0.03968335496778245,0.037093848725647895,0.0975942793342143,-0.039283573137118714,-0.03838683241002632,-0.10734828782102702
1.0,6.0,0.59035859375,0.540601171875,0.324899609375,0.010780987287333581,0.0073001351853486445,0.009722812020083536,-0.006117648715370835,-0.002925234531362857,-0.0030047235322339214
1.0,7.0,0.6077554687500001,0.5520984375,0.217862109375,0.008026280951541996,0.0066285461838715976,0.010376984342603146,-0.004811269683382018,-0.002873920312412898,-0.0035865783765772186
1.0,8.0,0.6062300781250001,0.5500378906250001,0.21781875,0.007911592259699698,0.006576999780822811,0.009883017413883529,-0.00531949786973158,-0.003742973582084247,-0.00336711557057848
1.0,9.0,0.6133300781250001,0.5502234375,0.1967390625,0.007943764204707373,0.006737356322389652,0.01154944691840669,-0.003433026940246748,-0.0026727270941264715,-0.004192852104368964
2.0,1.0,0.5018859375,0.5471714843750001,0.363523828125,0.008727915908925864,0.006785797355200759,0.010786374737341798,-0.00392492100919343,-0.0012639387762634427,-0.006825493338569573
2.0,10.0,0.5762609375000001,0.565601171875,0.42965390625,0.009463514564375972,0.007116693080641651,0.00902870013609163,-0.005605900425170977,-0.004069477552634789,-0.003995388766913332
2.0,11.0,0.6339328125,0.639967578125,0.6019578125,0.048807237057225006,0.051611123958915,0.10634063506723995,-0.03967963992780588,-0.043262148806228175,-0.11367834842762799
2.0,12.0,0.6234500000000001,0.6262125000000001,0.60781328125,0.05577065585670928,0.06958734699860807,0.12273782866072948,-0.053678750737343184,-0.06103472804858144,-0.10525063826270731
2.0,13.0,0.48320898437500004,0.506725,0.378519921875,0.038375441707094386,0.03301765603963373,0.04844936201622321,-0.00954624741437291,-0.0147101718564442,-0.026932077404894384
2.0,14.0,0.47380937500000003,0.493196484375,0.35823750000000004,0.027992215017081094,0.022524394433013604,0.03476619613294913,-0.022373264002798845,-0.016931020731333856,-0.020965560511821087
2.0,15.0,0.5234375,0.514888671875,0.40680312500000004,0.019103120143545923,0.015095302588812276,0.018340394710174585,-0.012406271198917096,-0.010039550712313085,-0.012169838133054651
2.0,16.0,0.66463203125,0.677346875,0.74311171875,0.16138370818927442,0.16737729987275843,0.19740476298359264,-0.20328456180200483,-0.2101245040600358,-0.2412333586657182
2.0,17.0,0.537230078125,0.562001171875,0.351434375,0.006882148704778018,0.0048086440613483005,0.009760095434503964,-0.001491362014014075,-0.0015727725812388672,-0.006918476837420549
2.0,18.0,0.568740234375,0.5867324218750001,0.32291718750000004,0.00737308567870583,0.0055183130041585385,0.009851170442238384,-0.0011245657221861127,-0.0024896279857626272,-0.0067298781473914765
2.0,19.0,0.54241328125,0.56961796875,0.35471562500000003,0.007180893660586293,0.004724119913799917,0.009398918187000962,-0.004158282946066184,-0.001772543678154212,-0.005731747175407505
2.0,2.0,0.48792890625,0.531881640625,0.329881640625,0.010053312448468089,0.00841880987495818,0.010302040971926682,-0.00550616264894851,-0.0016022151674030803,-0.0071622700837414045
2.0,20.0,0.4875671875,0.5409390625,0.32383164062500003,0.009222708498634291,0.007154748580215363,0.009697637706859639,-0.003927102920439675,-0.0013730540749887033,-0.005290841947531141
2.0,21.0,0.5282355468750001,0.55141015625,0.35951796875,0.007676331991612857,0.005921904631769534,0.008984086646187854,-0.004543960609066442,-0.002120824470477329,-0.006998280842527232
2.0,22.0,0.52126171875,0.5665554687500001,0.40125976562500004,0.007846363133879992,0.0054496608243620025,0.009683162579587547,-0.0037320934760131015,-0.0020704487442233994,-0.004006386688364158
2.0,23.0,0.5146078125,0.53810078125,0.350854296875,0.01055005148924788,0.010624271545570711,0.011519153275366923,-0.006202353838819029,-0.005899625787677619,-0.003338781449720121
2.0,24.0,0.48798476562500004,0.524490234375,0.34639960937500003,0.007568997392462204,0.0069362833141819995,0.011707161659631933,-0.001970440723665135,-0.004600039584142501,-0.006190265960629247
2.0,25.0,0.6679605468750001,0.65930703125,0.55428359375,0.11515791263468052,0.1119177326268843,0.1980316311179044,-0.06588376388248961,-0.04236615810312906,-0.09273428983122914
2.0,26.0,0.56483125,0.5716023437500001,0.33897031250000004,0.03459747559263267,0.029381224396643146,0.023960379334059617,-0.02321494274509212,-0.021522360002207065,-0.016754310065815636
2.0,27.0,0.69123984375,0.682842578125,0.37316875,0.014003339772364056,0.013573935310664897,0.010054194699461887,-0.007177578083775924,-0.007969121604855344,-0.003032818067784884
2.0,28.0,0.678384765625,0.6598273437500001,0.33722617187500004,0.0190118747545672,0.017349252347200316,0.013777862611393236,-0.010291709821689853,-0.00998036576754041,-0.008583442432099287
2.0,29.0,0.638958984375,0.620384375,0.35121562500000003,0.011822327254919484,0.008368516321886904,0.009204433533883956,-0.006686640881497429,-0.00554398485505562,-0.0031032077063504614
2.0,3.0,0.497702734375,0.550948046875,0.37421171875000003,0.00919723919618203,0.007322605770307045,0.010395819865634022,-0.003546131166910521,-0.004174934957472817,-0.007437449426640772
2.0,30.0,0.533851171875,0.560546484375,0.29122421875000004,0.006548158144971207,0.005029818298212881,0.009556629599996194,-0.0025012377279908958,-0.0014776320135230362,-0.006475791654537102
2.0,31.0,0.5298839843750001,0.555923046875,0.29605664062500003,0.007984827827408022,0.00574425227280139,0.008656914310235254,-0.002903433677445867,-0.0019629574315154124,-0.00474953354251061
2.0,32.0,0.5295496093750001,0.5578300781250001,0.2798734375,0.007245029097578275,0.005282659399008019,0.010247050714222302,-0.0029431155352476956,-0.0016545457793644333,-0.005165676897078355
2.0,33.0,0.51961796875,0.550519921875,0.3311171875,0.006951486771544694,0.004950968684193555,0.010126190492318356,-0.003989456006784472,-0.0015897623927040594,-0.004446474616453032
2.0,34.0,0.543891796875,0.568974609375,0.316346875,0.00703543962635484,0.0052104070985450265,0.009719240592521241,-0.003400784819632866,-0.001897388263685599,-0.006457141088717676
2.0,35.0,0.5429644531250001,0.569798828125,0.31950390625,0.007184207370390376,0.004842186854000239,0.010372363387445072,-0.0024239386645272397,-0.0021269567070598505,-0.00772559484357804
2.0,36.0,0.54378828125,0.554133984375,0.32832265625,0.019500829418833982,0.013917339498431434,0.01553226368595257,-0.0147422399765526,-0.010071269265751201,-0.01147826042971099
2.0,37.0,0.5264027343750001,0.5310042968750001,0.31214375,0.0079837358993088,0.005897459032564068,0.008675466035752779,-0.002125966275492068,-0.003517971995099537,-0.004548591537564002
2.0,38.0,0.558939453125,0.52293828125,0.30987421875000004,0.008284812535229532,0.007444729572864681,0.010719754388756926,-0.004938148226187663,-0.002387424141346352,-0.0048447088247908126
2.0,39.0,0.558939453125,0.52293828125,0.30987421875000004,0.008284812535229532,0.007444729572864681,0.010719754388756926,-0.004938148226187663,-0.002387424141346352,-0.0048447088247908126
2.0,4.0,0.52797265625,0.5695187500000001,0.3521046875,0.009153702417291921,0.006937427153333751,0.009358330362194365,-0.003649452986096733,-0.0026307543037669065,-0.0034411015599001425
2.0,40.0,0.54306953125,0.538682421875,0.284210546875,0.013812410717153467,0.011430192597936735,0.016693946805798623,-0.013117266195559082,-0.011357178828977266,-0.016054453619474007
2.0,41.0,0.5359406250000001,0.53333359375,0.274345703125,0.008359447429592758,0.006432497250214988,0.009736083246669778,-0.004633258563051008,-0.0031355477716976292,-0.005698828782823929
2.0,42.0,0.5899226562500001,0.546200390625,0.31839062500000004,0.011741249208810724,0.008123191946889223,0.01162103532023126,-0.0056644777024303,-0.003531051718480775,-0.004933769183147196
2.0,43.0,0.5677226562500001,0.53469765625,0.332668359375,0.01249037165801216,0.008758904195729108,0.015055489400145082,-0.009156749095227738,-0.005799160712110325,-0.00829187792358021
2.0,44.0,0.5502582031250001,0.5544078125,0.4189203125,0.008615890150172178,0.00767384123861504,0.011860895097737406,-0.005409761068607959,-0.005045665585603254,-0.002737513096515847
2.0,5.0,0.48698046875,0.5234125000000001,0.29322578125000004,0.009328261586887364,0.006651827682933279,0.009576504979993268,-0.0038505985068593173,-0.0023171336473015534,-0.0046976845081832756
2.0,6.0,0.49238789062500005,0.5405128906250001,0.35587578125,0.010131481448994438,0.00745166340121911,0.012381975992052862,-0.002425942488690878,-0.0019051397624983224,-0.00654258409867653
2.0,7.0,0.536620703125,0.519533984375,0.293182421875,0.008386847007563179,0.006779003432859771,0.009371343614777997,-0.001487524220379081,-0.0033394842600976355,-0.0019972133602811563
2.0,8.0,0.5369671875,0.5124832031250001,0.302781640625,0.008374033438860649,0.007069558737013504,0.009648242652068477,-0.003540690300908955,-0.002456126042711592,-0.003887632111974392
2.0,9.0,0.530310546875,0.509184375,0.1983734375,0.021698387117698878,0.02667344093235582,0.06257529290954096,-0.025301591799771025,-0.03310066115757983,-0.07895304351104397
3.0,1.0,0.5299046875,0.515247265625,0.31518046875,0.060673278919985384,0.06287914165226448,0.11984290518515382,-0.0627492915963609,-0.0673381934227466,-0.13193384060730073
3.0,10.0,0.5562449218750001,0.542447265625,0.2357765625,0.008597600619921684,0.007513900844574647,0.009644295163422715,-0.003576596996192047,-0.0010153246085619285,-0.0018336643044188949
3.0,11.0,0.5530875000000001,0.5373828125,0.21399453125,0.008830395725666828,0.007634395626507136,0.009957288884466042,-0.004427822068898663,-0.0015403783881622558,-0.005976520141552305
3.0,12.0,0.527050390625,0.465380859375,0.19248984375,0.012058777856091734,0.01031604590286745,0.021845211735225547,-0.005275739863636056,-0.0034824603877609507,-0.018267045956457343
3.0,13.0,0.56551484375,0.5036203125000001,0.22267187500000002,0.00789287247541008,0.007587423579979656,0.009434531041687365,-0.004270110689702158,-0.002503009117517474,-0.004600724973633088
3.0,14.0,0.5610738281250001,0.52951015625,0.29389960937500004,0.04754925264238509,0.05591791333388801,0.1441816460678532,-0.04687344467317636,-0.05601042456175566,-0.14164182198526962
3.0,15.0,0.544137109375,0.47924257812500004,0.257374609375,0.012200913585788599,0.00974636130488208,0.0122500234113197,-0.004896194762016722,-0.006293769041827353,-0.003405920318447688
3.0,16.0,0.6016445312500001,0.5312578125,0.17962265625,0.00913090345076261,0.006982683834683924,0.011922400028371945,-0.0040886918467522865,-0.002582099299576911,-0.006537718295382136
3.0,17.0,0.5041996093750001,0.47259140625,0.230077734375,0.009192444584824442,0.007548795975432833,0.011637006561930436,-0.004051078809495906,-0.0023487447424631333,-0.003473371290463446
3.0,18.0,0.5518230468750001,0.5375128906250001,0.22432304687500002,0.008149912144474102,0.007324118863902217,0.0126245184234324,-0.0026083244106226947,-0.0015496982495007891,-0.0052897441243321
3.0,19.0,0.51147421875,0.498516796875,0.228876953125,0.008282246070697599,0.006986978583082893,0.012095912217634069,-0.0033097873691341133,-0.0023688117703544215,-0.005721986068554996
3.0,2.0,0.45705742187500004,0.44144570312500003,0.191975,0.01337185039192605,0.010311018766431812,0.012194884982096489,-0.004937295827504387,-0.007352694516431375,-0.0087027096398644
3.0,20.0,0.494134765625,0.493437109375,0.23282109375,0.008096967256551188,0.006621714791578229,0.011451880021650308,-0.0008776101459323518,-0.0021874196581838905,-0.006012331969968525
3.0,21.0,0.49797734375,0.475307421875,0.223335546875,0.00932676651409257,0.009447365812472686,0.011856906182164317,-0.002853920378525564,-0.006091505850994614,-0.008355300491728309
3.0,22.0,0.502225,0.4910203125,0.27987890625,0.009134242429759838,0.007827445236204546,0.013493478400715882,-0.0043517479833578955,-0.006328950055510196,-0.007487706531859422
3.0,23.0,0.5446062500000001,0.521004296875,0.20848203125,0.007218292734435196,0.005178243208682986,0.011443553912463596,-0.004246524195513336,-0.001424010926944763,-0.006006234273897413
3.0,24.0,0.4347546875,0.43383593750000005,0.19885,0.008452922970090352,0.006438983635163733,0.013236418267593676,-0.004924418200657964,-0.0022015815386498263,-0.006922918624182344
3.0,25.0,0.477297265625,0.47394765625,0.158219921875,0.008687625046523054,0.00614251278035593,0.011466411805832178,-0.0019508449869143393,-0.003858748729728971,-0.007531757262438488
3.0,26.0,0.54628125,0.53199296875,0.226437109375,0.007983763430589918,0.0062253223259140155,0.010532158127747653,-0.0026989510562796157,-0.002702391583496515,-0.005693862793225615
3.0,27.0,0.495151171875,0.49396093750000003,0.247821484375,0.00816702838433999,0.005095648850444001,0.010409603431323033,-0.004597452373741467,-0.0018877880179300997,-0.00851217130868153
3.0,28.0,0.6021429687500001,0.536580859375,0.140159375,0.012761855677257454,0.008810731889544891,0.010071454430018412,-0.005349974247709301,-0.0035707527059181178,-0.004848406178046431
3.0,29.0,0.5789898437500001,0.51266484375,0.10509492187500001,0.010123431079012861,0.0072836000348573135,0.01103661944807162,-0.0045545765701981425,-0.0035284484254213514,-0.0029271469757901226
3.0,3.0,0.486971875,0.46248203125000004,0.20300937500000002,0.010515318067585969,0.009742988483261227,0.011002266279328545,-0.005999689578632685,-0.003189110937253697,-0.005819587304283213
3.0,30.0,0.61275234375,0.553078125,0.118187109375,0.008702846964533266,0.006233444871091547,0.010083282950619598,-0.004396275059250163,-0.0010074334927842096,-0.005055054474853403
3.0,31.0,0.604515625,0.542627734375,0.11680703125000001,0.009595760172141128,0.00680032992965044,0.010239378279647198,-0.0030100540228920106,-0.0017640601547567211,-0.003223461596338661
3.0,32.0,0.47501992187500003,0.425624609375,0.1202421875,0.01975162933582133,0.015268337538680128,0.011804682329581921,-0.008969564285207978,-0.008625884470261433,-0.005891719541890957
3.0,33.0,0.516662109375,0.5307296875,0.239306640625,0.027676714309761024,0.023235016540823557,0.04555052544702152,-0.026971277918779703,-0.024489775757756956,-0.044375314380802444
3.0,34.0,0.61288671875,0.624422265625,0.40905078125,0.0950339165626736,0.08204081283453095,0.1930586720757383,-0.07297801153243325,-0.06410770628473163,-0.14291456844082231
3.0,35.0,0.526253125,0.550673828125,0.201024609375,0.010253327632484124,0.007845189179083908,0.011650307103640272,-0.004533187853008352,-0.004037362307891441,-0.0067594028238484385
3.0,36.0,0.5158875,0.534222265625,0.195327734375,0.010207266818225015,0.008815438885162617,0.011634518106314592,-0.004777316470873556,-0.002397040821218541,-0.0028750480558201504
3.0,37.0,0.49108007812500004,0.463452734375,0.19868164062500002,0.009868773803295686,0.008637400497106295,0.012152514984680365,-0.004010728214474602,-0.005027788302928815,-0.005225496026406767
3.0,38.0,0.521484765625,0.50864453125,0.24950703125,0.00864932314479214,0.006013888497336677,0.01203915727878818,-0.004401645277751067,-0.002714678847617063,-0.002229326131852286
3.0,39.0,0.48569414062500005,0.465121875,0.185611328125,0.009769420129753395,0.009096389490221521,0.011546340950680661,-0.0027096811969028033,-0.0027405890992070027,-0.00504222451629853
3.0,4.0,0.6429828125,0.6391625000000001,0.5620742187500001,0.06439069739971058,0.0670479820317603,0.1538107908573234,-0.053647953919827206,-0.0523911032309877,-0.12446113257167196
3.0,40.0,0.48147734375,0.492637890625,0.212205078125,0.010325462940542832,0.008403074582857654,0.012347828483406117,-0.003507644121726462,-0.005075410213087853,-0.002256938487620861
3.0,41.0,0.5357921875,0.507427734375,0.157885546875,0.010646158963851411,0.006756567973824588,0.010916546831322567,-0.006830714841815343,-0.002717444530068715,-0.004199750647431463
3.0,42.0,0.55096796875,0.51620625,0.16467734375,0.010396728676034885,0.006346254123989197,0.01050862946986718,-0.002057559296972883,-0.0007594544807476558,-0.0042089093121318475
3.0,43.0,0.5610296875,0.522079296875,0.160944921875,0.011524114810603414,0.0075954263577758755,0.011303810375170077,-0.0055858404425082825,-0.0032506813812683524,-0.002984998812670094
3.0,44.0,0.472402734375,0.494687890625,0.192912890625,0.00981338943240813,0.007103547566604017,0.011201838853289597,-0.002567575342027223,-0.002467801798311018,-0.0061703915690965614
3.0,45.0,0.4675984375,0.486664453125,0.198661328125,0.016284655878766482,0.012181856409424388,0.013136235373159723,-0.008725781644631407,-0.003956614364713144,-0.003175132125340217
3.0,46.0,0.458544921875,0.476587890625,0.19585546875,0.015903928216284814,0.01099986249664369,0.012311988781225532,-0.006688894096108081,-0.004943510180353109,-0.006036882982730665
3.0,47.0,0.4842015625,0.5354656250000001,0.19223671875,0.0067669833004287295,0.005114245576084511,0.009444405553800009,-0.004061489169117408,-0.002612141002116566,-0.003166095929323943
3.0,48.0,0.565847265625,0.5797660156250001,0.11310703125,0.010965381865525113,0.00789875817497834,0.009182272608076029,-0.002051597803997965,-0.0022081000139311307,-0.004237757268109755
3.0,49.0,0.53608046875,0.46517265625000004,0.159241015625,0.012054702968031229,0.01360211575824092,0.025998083046890927,-0.013437835306236826,-0.018261069507870525,-0.03764622263989378
3.0,5.0,0.542862890625,0.559928125,0.17030078125,0.00855278374043758,0.005933527453958141,0.011215762109734162,-0.003329916156463879,-0.00349523987352482,-0.005926335989610459
3.0,50.0,0.54476484375,0.48879765625000005,0.19516601562500002,0.009518741760450722,0.007388001607269963,0.01050403172427614,-0.0022838715918341705,-0.003167940544131415,-0.0040161847095493385
3.0,51.0,0.6489421875,0.59874453125,0.198498046875,0.014258993615461832,0.012332113556899869,0.013288405557459537,-0.00881039999230775,-0.0038943135530678298,-0.003813250183816564
3.0,52.0,0.5031554687500001,0.488490625,0.195648046875,0.01044895163209979,0.007497890979510502,0.010396586334743317,-0.004735139255360814,-0.003944664962674158,-0.004602781476285787
3.0,53.0,0.507134375,0.49068906250000005,0.188124609375,0.009156855782008365,0.006230990426827723,0.011187933709459306,-0.003997263229063304,-0.002797227749259452,-0.0072443259513357405
3.0,54.0,0.572969140625,0.5442011718750001,0.11608242187500001,0.01096561953831752,0.008800391786697073,0.012945118948226786,-0.005832853158977637,-0.004178361849850569,-0.005599911784320277
3.0,55.0,0.5590710937500001,0.546534765625,0.1542609375,0.015515665891656844,0.016913978416181013,0.03773908876484409,-0.017430906252317066,-0.02198388853235091,-0.0549547857568424
3.0,56.0,0.66536484375,0.644816015625,0.387648828125,0.06386223514342924,0.05646089285268533,0.19634268190187198,-0.052404557602806684,-0.043123197980307414,-0.164663871882776
3.0,57.0,0.6854324218750001,0.654244140625,0.250819921875,0.03816838861859366,0.03819525931735599,0.10512997108998279,-0.06569870289578529,-0.06860203889549123,-0.1685136279992178
3.0,58.0,0.65433671875,0.6085703125,0.1293375,0.00955179646955998,0.008639406418366878,0.011525497591278331,-0.002526962639425393,-0.004262457091123603,-0.004475555040640012
3.0,59.0,0.513217578125,0.51306484375,0.29807148437500003,0.008738198575757212,0.006292156216941731,0.011711378091434726,-0.00216061253999932,-0.0013140890368685202,-0.004937807184405372
3.0,6.0,0.614028515625,0.586121484375,0.21015468750000002,0.013076958387473922,0.00931399551979303,0.022542629916986592,-0.007309768423406284,-0.005346967218763253,-0.020562924612448564
3.0,60.0,0.5082964843750001,0.46844179687500004,0.198223046875,0.009950706134832194,0.008071559142203198,0.012439628374491698,-0.005698873616644733,-0.003975807203573574,-0.0032434706287352666
3.0,61.0,0.66334609375,0.641382421875,0.53962265625,0.11072057111284112,0.12386646086823196,0.23939031842381125,-0.051185242661090945,-0.056991362473353,-0.05920193461713323
3.0,62.0,0.5557,0.504592578125,0.199703125,0.010807271134518652,0.006636981433791286,0.014062296005464844,-0.004934727443593463,-0.0033436607271283554,-0.00565119002028537
3.0,63.0,0.537280078125,0.495940234375,0.19463242187500002,0.010107070162962787,0.005457236079615949,0.0126383875141863,-0.004806636394422786,-0.001558643867763973,-0.006838919674196919
3.0,64.0,0.5748421875,0.55265703125,0.41682460937500004,0.07662964687874868,0.08464945668442161,0.16942032254356434,-0.06959574099282229,-0.07356065752548428,-0.10308552857774007
