,0,1,2,3,4,5,6,7,8,9,10,11
54,5.0,66.83333333333333,130.0,42.89092380952383,21.0,0.0,0.0,20.0,18.0,43.0,13.0,36.0
55,2.0,70.5,60.0,30.1935375,8.0,0.0,18.0,13.0,10.0,15.0,0.0,4.0
56,17.0,66.0,508.0,898.70768490566,53.0,163.0,112.0,57.0,17.0,8.0,24.0,127.0
57,5.0,72.25,73.0,35.54866999999999,20.0,0.0,0.0,0.0,9.0,11.0,4.0,49.0
58,7.0,65.875,328.0,159.9802403225805,62.0,0.0,51.0,51.0,31.0,44.0,20.0,131.0
59,19.0,66.05,432.0,123.34579157894731,95.0,0.0,53.0,78.0,36.0,36.0,31.0,198.0
60,17.0,66.05555555555556,372.0,119.99974523809516,84.0,0.0,51.0,78.0,22.0,25.0,31.0,165.0
61,11.0,67.66666666666667,272.0,71.79438749999996,64.0,0.0,27.0,0.0,12.0,47.0,19.0,167.0
62,1.0,75.0,1.0,0.3693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,2.0,70.5,39.0,32.29528,5.0,0.0,18.0,0.0,10.0,8.0,0.0,3.0
64,7.0,67.0,352.0,112.92819428571427,35.0,65.0,127.0,44.0,20.0,80.0,0.0,16.0
65,8.0,67.88888888888889,222.0,56.7365294117647,34.0,0.0,58.0,20.0,29.0,43.0,22.0,50.0
66,16.0,65.6470588235294,305.0,109.82473370786506,89.0,0.0,52.0,43.0,23.0,15.0,26.0,146.0
67,17.0,66.05555555555556,367.0,131.68495064935058,77.0,0.0,51.0,78.0,22.0,36.0,31.0,149.0
68,5.0,66.83333333333333,209.0,67.75328928571427,28.0,0.0,57.0,20.0,29.0,43.0,22.0,38.0
69,11.0,66.625,192.0,84.19620491803272,61.0,26.0,17.0,31.0,14.0,17.0,29.0,58.0
70,5.0,67.16666666666667,275.0,118.5333583333333,24.0,64.0,69.0,53.0,26.0,57.0,0.0,6.0
71,9.0,68.15,183.0,80.72564468085109,47.0,0.0,20.0,23.0,13.0,11.0,8.0,108.0
72,5.0,66.83333333333333,160.0,50.373031999999995,25.0,0.0,1.0,20.0,29.0,43.0,31.0,36.0
73,11.0,67.66666666666667,282.0,75.8052923076923,78.0,1.0,42.0,20.0,15.0,11.0,18.0,175.0
74,11.0,67.45833333333333,400.0,107.64823571428563,84.0,0.0,54.0,51.0,28.0,43.0,19.0,205.0
75,5.0,68.5,88.0,29.47087142857142,28.0,0.0,0.0,12.0,0.0,12.0,5.0,59.0
76,8.0,68.33333333333333,300.0,105.98272413793103,29.0,65.0,69.0,44.0,30.0,80.0,0.0,12.0
77,11.0,66.625,192.0,84.19620491803272,61.0,26.0,17.0,31.0,14.0,17.0,29.0,58.0
78,4.0,70.2,30.0,13.827028571428572,14.0,0.0,0.0,0.0,0.0,4.0,6.0,20.0
79,17.0,65.66666666666667,392.0,162.541225882353,85.0,0.0,78.0,78.0,36.0,36.0,31.0,133.0
80,10.0,68.5909090909091,49.0,14.035244444444446,18.0,0.0,0.0,11.0,9.0,4.0,6.0,19.0
81,11.0,67.66666666666667,272.0,71.79438749999996,64.0,0.0,27.0,0.0,12.0,47.0,19.0,167.0
82,9.0,66.65,244.0,84.10757948717944,78.0,0.0,28.0,13.0,23.0,27.0,35.0,118.0
83,15.0,65.59375,291.0,116.53846626506012,83.0,0.0,52.0,43.0,23.0,15.0,26.0,132.0
84,12.0,66.1923076923077,151.0,109.32967560975608,41.0,27.0,18.0,24.0,11.0,23.0,14.0,34.0
85,7.0,66.125,150.0,33.28746206896549,58.0,0.0,0.0,21.0,15.0,17.0,31.0,66.0
86,12.0,66.57692307692308,192.0,83.93504590163928,61.0,26.0,17.0,31.0,14.0,21.0,23.0,60.0
87,4.0,66.7,100.0,39.66481428571426,35.0,0.0,18.0,0.0,8.0,22.0,16.0,36.0
88,15.0,66.59375,168.0,93.36362999999997,50.0,27.0,18.0,24.0,16.0,23.0,20.0,40.0
89,6.0,68.28571428571429,177.0,169.49919999999997,49.0,38.0,26.0,1.0,0.0,12.0,14.0,86.0
90,16.0,65.6470588235294,398.0,147.62604838709674,93.0,0.0,79.0,78.0,36.0,25.0,31.0,149.0
91,9.0,67.3,76.0,19.647956666666655,30.0,0.0,0.0,0.0,9.0,8.0,10.0,49.0
92,10.0,66.86363636363636,157.0,105.91267142857143,42.0,27.0,18.0,16.0,22.0,23.0,12.0,39.0
93,15.0,66.59375,188.0,97.38096111111108,54.0,27.0,18.0,37.0,16.0,23.0,20.0,47.0
94,9.0,66.45,130.0,48.04434137931031,29.0,0.0,1.0,40.0,20.0,8.0,18.0,43.0
95,10.0,67.54545454545455,83.0,19.656832258064505,31.0,0.0,0.0,0.0,14.0,12.0,10.0,47.0
96,10.0,66.86363636363636,151.0,110.21215,40.0,27.0,18.0,16.0,22.0,23.0,12.0,33.0
97,10.0,66.86363636363636,144.0,118.06885135135134,37.0,27.0,18.0,16.0,22.0,23.0,12.0,26.0
98,12.0,66.57692307692308,192.0,83.93504590163928,61.0,26.0,17.0,31.0,14.0,21.0,23.0,60.0
99,9.0,65.85,321.0,164.89335555555544,63.0,0.0,52.0,66.0,43.0,29.0,28.0,103.0
100,10.0,67.54545454545455,101.0,19.057717142857133,35.0,0.0,0.0,11.0,14.0,12.0,10.0,54.0
101,6.0,69.07142857142857,108.0,33.09593636363635,33.0,0.0,0.0,12.0,11.0,12.0,5.0,68.0
102,7.0,66.625,82.0,19.672969696969687,33.0,0.0,0.0,0.0,9.0,0.0,7.0,66.0
103,17.0,66.11111111111111,348.0,211.54307083333313,48.0,0.0,111.0,85.0,17.0,15.0,31.0,89.0
104,11.0,67.16666666666667,150.0,113.03573589743588,39.0,27.0,18.0,16.0,22.0,23.0,12.0,32.0
105,14.0,67.73333333333333,384.0,85.6562659574468,94.0,1.0,50.0,18.0,30.0,43.0,19.0,223.0
106,7.0,69.0,97.0,26.862160606060602,33.0,0.0,0.0,12.0,0.0,12.0,9.0,64.0
107,15.0,66.625,173.0,91.40530588235292,51.0,27.0,18.0,24.0,16.0,23.0,14.0,51.0
108,22.0,65.93478260869566,694.0,937.9673140624993,64.0,163.0,213.0,90.0,33.0,24.0,31.0,140.0
109,5.0,68.5,147.0,149.16170277777775,36.0,38.0,0.0,19.0,0.0,21.0,9.0,60.0
110,6.0,67.35714285714286,63.0,24.262568421052624,19.0,0.0,1.0,13.0,11.0,0.0,0.0,38.0
111,20.0,66.02380952380952,454.0,415.55555686274545,51.0,0.0,213.0,72.0,17.0,15.0,31.0,106.0
112,16.0,65.6470588235294,299.0,109.083234090909,88.0,0.0,52.0,43.0,23.0,15.0,26.0,140.0
113,13.0,66.5,124.0,45.25672962962961,27.0,0.0,1.0,40.0,17.0,8.0,18.0,40.0
114,9.0,66.3,136.0,113.00947837837838,37.0,27.0,18.0,16.0,11.0,23.0,12.0,29.0
115,9.0,68.7,64.0,22.661136363636356,22.0,0.0,0.0,0.0,9.0,8.0,8.0,39.0
116,10.0,67.54545454545455,101.0,19.057717142857133,35.0,0.0,0.0,11.0,14.0,12.0,10.0,54.0
117,10.0,66.36363636363636,133.0,48.66237931034479,29.0,0.0,1.0,40.0,20.0,8.0,18.0,46.0
118,21.0,66.04545454545455,516.0,887.7543185185182,54.0,163.0,111.0,44.0,33.0,8.0,24.0,133.0
119,19.0,66.05,466.0,403.8573735849061,53.0,0.0,213.0,90.0,17.0,15.0,31.0,100.0
120,7.0,67.0,291.0,104.61688620689654,29.0,65.0,69.0,44.0,20.0,80.0,0.0,13.0
121,13.0,66.14285714285714,311.0,219.9862883720929,43.0,0.0,111.0,57.0,17.0,8.0,24.0,94.0
122,21.0,66.02272727272727,515.0,882.0720018518515,54.0,163.0,111.0,57.0,17.0,15.0,24.0,128.0
123,30.0,65.7741935483871,539.0,349.03198281250036,64.0,1.0,215.0,90.0,45.0,22.0,20.0,146.0
124,11.0,66.5,183.0,42.70113880597012,67.0,0.0,18.0,28.0,20.0,18.0,32.0,67.0
125,1.0,75.0,42.0,15.1885,4.0,17.0,23.0,0.0,0.0,0.0,2.0,0.0
126,28.0,66.10344827586206,754.0,843.4007625000005,88.0,139.0,275.0,34.0,66.0,1.0,21.0,218.0
127,39.0,65.45,982.0,775.4739018181829,110.0,139.0,276.0,144.0,65.0,39.0,14.0,305.0
128,16.0,66.97058823529412,417.0,563.0644016666662,60.0,0.0,186.0,34.0,65.0,0.0,0.0,132.0
129,48.0,65.89795918367346,739.0,302.31059076923015,130.0,0.0,97.0,120.0,110.0,18.0,15.0,379.0
130,18.0,66.23684210526316,402.0,281.1998139534886,86.0,0.0,96.0,34.0,70.0,5.0,0.0,197.0
131,31.0,65.859375,458.0,251.4985938775514,98.0,0.0,96.0,34.0,66.0,1.0,0.0,261.0
132,1.0,75.0,18.0,10.550175000000001,4.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0
133,20.0,66.0952380952381,399.0,291.56019638554244,83.0,0.0,96.0,34.0,70.0,5.0,0.0,194.0
134,33.0,65.83823529411765,592.0,325.43774587155895,109.0,0.0,186.0,34.0,66.0,2.0,0.0,304.0
135,8.0,67.0,418.0,1583.0349281249994,32.0,139.0,179.0,0.0,0.0,0.0,29.0,71.0
136,45.0,65.65217391304348,614.0,245.98428196721343,122.0,0.0,97.0,34.0,110.0,17.0,15.0,341.0
137,12.0,66.03846153846153,500.0,1166.6459488888884,45.0,139.0,179.0,0.0,28.0,21.0,29.0,104.0
138,9.0,67.15,115.0,1017.6968733333335,15.0,0.0,64.0,35.0,7.0,4.0,2.0,3.0
139,5.0,70.41666666666667,31.0,16.01948666666667,15.0,1.0,11.0,5.0,7.0,2.0,2.0,3.0
140,11.0,67.33333333333333,126.0,696.2112954545455,22.0,0.0,64.0,23.0,10.0,8.0,1.0,20.0
141,20.0,66.0952380952381,400.0,288.11295952380976,84.0,0.0,96.0,34.0,70.0,5.0,0.0,195.0
142,36.0,65.48648648648648,910.0,943.9402415730345,89.0,139.0,276.0,143.0,62.0,23.0,14.0,253.0
143,30.0,65.87096774193549,466.0,239.7067980582528,103.0,0.0,96.0,34.0,66.0,1.0,0.0,269.0
144,42.0,65.66279069767442,765.0,298.11992213740376,131.0,0.0,97.0,144.0,110.0,19.0,15.0,380.0
145,16.0,66.52941176470588,394.0,305.78848101265845,79.0,0.0,96.0,34.0,70.0,5.0,0.0,189.0
146,41.0,65.45238095238095,942.0,837.2718574257435,101.0,139.0,276.0,143.0,65.0,39.0,14.0,266.0
147,15.0,67.0,250.0,494.43261428571435,42.0,0.0,64.0,57.0,34.0,9.0,0.0,86.0
148,15.0,67.0,250.0,494.43261428571435,42.0,0.0,64.0,57.0,34.0,9.0,0.0,86.0
149,3.0,68.5,24.0,13.926815384615386,13.0,0.0,0.0,3.0,0.0,2.0,0.0,19.0
150,11.0,67.33333333333333,126.0,696.2112954545455,22.0,0.0,64.0,23.0,10.0,8.0,1.0,20.0
151,11.0,67.08333333333333,129.0,767.973165,20.0,0.0,64.0,23.0,9.0,12.0,0.0,21.0
152,4.0,66.8,110.0,85.7528212121212,33.0,0.0,0.0,23.0,22.0,9.0,0.0,56.0
153,10.0,67.72727272727273,113.0,896.3765529411766,17.0,1.0,64.0,28.0,7.0,8.0,2.0,3.0
154,11.0,67.33333333333333,126.0,696.2112954545455,22.0,0.0,64.0,23.0,10.0,8.0,1.0,20.0
155,10.0,66.77272727272727,122.0,849.4384555555556,18.0,0.0,64.0,23.0,9.0,8.0,0.0,18.0
156,6.0,68.0,22.0,15.503639999999999,15.0,1.0,0.0,5.0,2.0,4.0,1.0,9.0
157,14.0,66.43333333333334,419.0,326.5298117647061,51.0,0.0,161.0,45.0,50.0,27.0,10.0,126.0
158,38.0,65.87179487179488,788.0,162.59330666666702,150.0,0.0,2.0,148.0,95.0,36.0,56.0,451.0
159,28.0,66.56896551724138,78.0,46.25930869565214,23.0,0.0,30.0,0.0,11.0,20.0,7.0,10.0
160,2.0,74.5,7.0,10.96155,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
161,10.0,67.86363636363636,106.0,1081.3418428571429,14.0,0.0,64.0,25.0,7.0,4.0,2.0,4.0
162,43.0,66.31818181818181,800.0,1121.9840152777783,72.0,237.0,89.0,174.0,29.0,21.0,74.0,176.0
163,19.0,67.525,41.0,18.884238461538466,13.0,0.0,13.0,5.0,9.0,8.0,2.0,4.0
164,44.0,66.38888888888889,378.0,149.15194166666666,72.0,0.0,0.0,116.0,1.0,0.0,57.0,204.0
165,11.0,66.91666666666667,312.0,1323.6606760000002,25.0,98.0,73.0,80.0,0.0,0.0,20.0,41.0
166,16.0,67.97058823529412,72.0,15.322849999999999,20.0,0.0,0.0,6.0,9.0,0.0,0.0,57.0
167,2.0,74.5,22.0,17.267983333333337,6.0,0.0,0.0,10.0,3.0,6.0,2.0,1.0
168,2.0,74.5,20.0,14.531985714285716,7.0,0.0,5.0,5.0,7.0,0.0,2.0,1.0
169,21.0,66.31818181818181,376.0,713.0014510638292,47.0,98.0,73.0,50.0,0.0,0.0,44.0,111.0
170,17.0,71.0,192.0,40.53021428571426,42.0,0.0,27.0,1.0,16.0,11.0,12.0,125.0
171,44.0,66.38888888888889,378.0,149.15194166666666,72.0,0.0,0.0,116.0,1.0,0.0,57.0,204.0
172,40.0,66.01219512195122,444.0,771.4686359999989,50.0,98.0,73.0,93.0,9.0,0.0,43.0,128.0
173,24.0,66.2,387.0,728.4985065217385,46.0,98.0,73.0,50.0,9.0,0.0,43.0,114.0
174,44.0,66.73333333333333,416.0,173.97821304347826,69.0,0.0,0.0,156.0,1.0,0.0,46.0,213.0
175,31.0,66.375,112.0,21.267088235294107,34.0,0.0,0.0,0.0,1.0,0.0,18.0,93.0
176,9.0,66.45,121.0,46.914049999999975,28.0,0.0,1.0,40.0,11.0,8.0,18.0,43.0
177,5.0,72.41666666666667,3.0,1.9923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
178,27.0,68.64285714285714,394.0,90.99200000000002,88.0,0.0,1.0,63.0,30.0,19.0,30.0,251.0
179,42.0,65.88372093023256,797.0,165.46461034482792,145.0,0.0,2.0,148.0,73.0,36.0,69.0,469.0
180,45.0,65.82608695652173,829.0,194.3133781690144,142.0,0.0,2.0,206.0,73.0,37.0,68.0,443.0
181,18.0,66.23684210526316,391.0,297.3796827160497,81.0,0.0,96.0,34.0,70.0,5.0,0.0,186.0
182,33.0,65.83823529411765,592.0,325.43774587155895,109.0,0.0,186.0,34.0,66.0,2.0,0.0,304.0
183,42.0,65.77906976744185,829.0,191.14415684931544,146.0,0.0,2.0,206.0,74.0,37.0,55.0,455.0
184,39.0,65.85,811.0,196.38364964028813,139.0,0.0,2.0,206.0,73.0,37.0,57.0,436.0
185,45.0,65.75,796.0,192.6601951048955,143.0,0.0,2.0,206.0,74.0,37.0,41.0,436.0
186,48.0,65.89795918367346,734.0,304.29585658914664,129.0,0.0,97.0,120.0,110.0,18.0,15.0,374.0
187,44.0,65.68888888888888,889.0,409.0239198473276,131.0,0.0,187.0,178.0,110.0,18.0,15.0,381.0
188,3.0,70.875,17.0,25.90773333333333,3.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0
189,45.0,65.66304347826087,803.0,299.2886161764699,136.0,0.0,97.0,144.0,110.0,18.0,15.0,419.0
190,30.0,65.87096774193549,456.0,256.696641666667,96.0,0.0,96.0,34.0,66.0,1.0,0.0,259.0
191,41.0,65.6547619047619,813.0,388.24683359999915,125.0,0.0,187.0,144.0,82.0,19.0,15.0,366.0
192,17.0,65.88888888888889,667.0,1108.8492571428565,56.0,139.0,179.0,118.0,28.0,22.0,40.0,141.0
193,17.0,66.83333333333333,433.0,521.8722399999996,65.0,0.0,186.0,34.0,65.0,0.0,0.0,148.0
194,38.0,65.47435897435898,948.0,874.5998731958774,97.0,139.0,276.0,144.0,62.0,39.0,14.0,274.0
195,29.0,65.61666666666666,794.0,922.0021469135809,81.0,139.0,275.0,58.0,64.0,22.0,29.0,207.0
196,33.0,65.83823529411765,590.0,325.2558155963296,109.0,0.0,186.0,34.0,66.0,2.0,0.0,302.0
197,6.0,70.85714285714286,14.0,19.9231,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
198,10.0,71.04545454545455,75.0,159.57649999999998,3.0,58.0,14.0,3.0,0.0,0.0,0.0,0.0
199,6.0,72.35714285714286,17.0,10.9577,2.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0
200,16.0,66.6470588235294,254.0,48.42523750000001,64.0,0.0,0.0,1.0,37.0,1.0,22.0,193.0
201,17.0,70.41666666666667,187.0,42.33433157894736,19.0,0.0,67.0,39.0,68.0,0.0,0.0,13.0
202,16.0,66.6470588235294,254.0,48.42523750000001,64.0,0.0,0.0,1.0,37.0,1.0,22.0,193.0
203,8.0,71.72222222222223,72.0,238.3686,2.0,58.0,14.0,0.0,0.0,0.0,0.0,0.0
204,8.0,71.72222222222223,72.0,238.3686,2.0,58.0,14.0,0.0,0.0,0.0,0.0,0.0
205,8.0,71.72222222222223,72.0,238.3686,2.0,58.0,14.0,0.0,0.0,0.0,0.0,0.0
206,5.0,72.41666666666667,3.0,1.9923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
207,0.0,75.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,5.0,72.41666666666667,3.0,1.9923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
209,11.0,67.33333333333333,126.0,696.2112954545455,22.0,0.0,64.0,23.0,10.0,8.0,1.0,20.0
210,27.0,65.78571428571429,495.0,105.52897021276581,94.0,0.0,1.0,103.0,29.0,17.0,43.0,302.0
211,15.0,72.625,141.0,38.26782727272726,11.0,0.0,47.0,63.0,28.0,0.0,3.0,0.0
212,3.0,69.25,97.0,42.78130714285714,14.0,0.0,45.0,0.0,7.0,16.0,14.0,15.0
213,11.0,72.66666666666667,120.0,40.3521111111111,9.0,0.0,47.0,60.0,10.0,0.0,3.0,0.0
214,28.0,66.44827586206897,513.0,102.91134387755085,98.0,0.0,1.0,103.0,29.0,17.0,43.0,320.0
215,13.0,69.82142857142857,110.0,19.29058,15.0,0.0,16.0,36.0,44.0,0.0,1.0,13.0
216,11.0,72.66666666666667,120.0,40.3521111111111,9.0,0.0,47.0,60.0,10.0,0.0,3.0,0.0
217,36.0,66.08108108108108,682.0,158.15732170542663,129.0,0.0,2.0,188.0,29.0,36.0,43.0,384.0
218,5.0,72.41666666666667,51.0,25.031924999999998,8.0,0.0,9.0,4.0,36.0,0.0,0.0,2.0
219,19.0,70.375,187.0,42.33433157894736,19.0,0.0,67.0,39.0,68.0,0.0,0.0,13.0
220,15.0,72.625,135.0,36.45662727272726,11.0,0.0,47.0,48.0,37.0,0.0,3.0,0.0
221,0.0,75.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,11.0,72.66666666666667,120.0,40.3521111111111,9.0,0.0,47.0,60.0,10.0,0.0,3.0,0.0
223,19.0,70.375,187.0,42.33433157894736,19.0,0.0,67.0,39.0,68.0,0.0,0.0,13.0
224,0.0,75.0,11.0,10.007900000000001,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0
225,10.0,73.22727272727273,100.0,37.14538888888888,9.0,0.0,47.0,14.0,37.0,0.0,0.0,2.0
226,17.0,70.30555555555556,173.0,43.37823333333333,18.0,0.0,67.0,28.0,67.0,0.0,0.0,11.0
227,19.0,70.375,187.0,42.33433157894736,19.0,0.0,67.0,39.0,68.0,0.0,0.0,13.0
228,20.0,70.5952380952381,211.0,45.824495,20.0,0.0,91.0,39.0,68.0,0.0,0.0,13.0
229,27.0,66.55357142857143,418.0,81.94476041666667,96.0,0.0,0.0,0.0,81.0,18.0,37.0,282.0
230,16.0,70.44117647058823,198.0,39.255623809523804,21.0,0.0,67.0,49.0,68.0,0.0,1.0,13.0
231,18.0,70.36842105263158,162.0,30.04001176470587,17.0,0.0,42.0,42.0,68.0,0.0,0.0,10.0
232,17.0,70.30555555555556,192.0,42.20993,20.0,0.0,67.0,39.0,67.0,6.0,0.0,13.0
233,19.0,70.375,187.0,42.33433157894736,19.0,0.0,67.0,39.0,68.0,0.0,0.0,13.0
234,20.0,70.5952380952381,211.0,45.824495,20.0,0.0,91.0,39.0,68.0,0.0,0.0,13.0
235,19.0,70.375,187.0,42.33433157894736,19.0,0.0,67.0,39.0,68.0,0.0,0.0,13.0
236,25.0,69.34615384615384,468.0,84.80558155339801,103.0,0.0,1.0,1.0,109.0,19.0,41.0,297.0
237,20.0,70.5952380952381,211.0,45.824495,20.0,0.0,91.0,39.0,68.0,0.0,0.0,13.0
238,29.0,66.08333333333333,378.0,80.20864347826085,92.0,0.0,0.0,0.0,65.0,17.0,26.0,270.0
239,19.0,70.375,187.0,42.33433157894736,19.0,0.0,67.0,39.0,68.0,0.0,0.0,13.0
240,32.0,65.95454545454545,365.0,75.55655326086955,92.0,0.0,0.0,0.0,65.0,1.0,26.0,273.0
241,15.0,69.84375,144.0,28.845224999999992,16.0,0.0,40.0,39.0,52.0,0.0,0.0,13.0
242,33.0,66.02941176470588,634.0,114.7358285714284,133.0,0.0,2.0,63.0,95.0,35.0,56.0,383.0
243,35.0,66.02777777777777,773.0,171.38516524822728,141.0,0.0,2.0,148.0,94.0,36.0,56.0,437.0
244,19.0,70.6,162.0,30.04001176470587,17.0,0.0,42.0,42.0,68.0,0.0,0.0,10.0
245,24.0,65.58,339.0,120.85444324324328,74.0,0.0,1.0,0.0,90.0,0.0,15.0,233.0
