0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
0.033736322075128555,0.0018870957428589463,0.012802728451788425,0.023704025894403458,0.050494782626628876,0.05599112808704376,0.022123396396636963,0.1663123369216919,0.02014627680182457,0.23932422697544098,0.1498410850763321,0.25107845664024353,0.19167639315128326,0.3873026967048645,0.3873026967048645,0.3873026967048645,0.3873026967048645,0.3873026967048645,0.132485032081604,0.07830148935317993,0.04815206676721573,0.005340618081390858,0.05070870742201805,0.011441783979535103,0.005928239319473505,0.0030190302059054375,0.0021926171611994505,0.003487048437818885,0.024318533018231392,0.03335302323102951,0.036910369992256165,0.022858813405036926,0.0031939991749823093,0.0019705560989677906,0.0031195632182061672,0.006125706247985363,0.011844320222735405,0.046912770718336105,0.005379391834139824,0.046059750020504,0.07109121233224869,0.12379773706197739,0.3883622884750366,0.3883622884750366,0.3883622884750366,0.3883622884750366,0.3883622884750366,0.1896071434020996,0.2531638443470001,0.14665542542934418,0
0.07786737382411957,0.11502739787101746,0.0989401564002037,0.15837180614471436,0.24167375266551971,0.12283237278461456,0.13245034217834473,0.21263006329536438,0.09908101707696915,0.17668870091438293,0.24167375266551971,0.24167375266551971,0.24167375266551971,0.24167375266551971,0.24167375266551971,0.24167375266551971,0.24167375266551971,0.20231905579566956,0.1492622047662735,0.09076185524463654,0.24167375266551971,0.24167375266551971,0.24167375266551971,0.12437453866004944,0.12709499895572662,0.2044953852891922,0.14102071523666382,0.08284706622362137,0.06014000251889229,0.08255205303430557,0.09810526669025421,0.058461856096982956,0.08005937188863754,0.1403649002313614,0.20412176847457886,0.12898263335227966,0.12975235283374786,0.24171102046966553,0.24171102046966553,0.24171102046966553,0.08707739412784576,0.14335229992866516,0.1928449273109436,0.24171102046966553,0.24171102046966553,0.24171102046966553,0.24171102046966553,0.24171102046966553,0.2383727878332138,0.24171102046966553,0
0.007816595956683159,0.000868131872266531,0.0006993386778049171,0.00023891440650913864,0.003370588179677725,0.07597774267196655,0.06036847084760666,0.13635247945785522,0.09149569272994995,0.10711594671010971,0.22927577793598175,0.2720393240451813,0.3006781041622162,0.3006781041622162,0.3006781041622162,0.3006781041622162,0.3006781041622162,0.3006781041622162,0.3006781041622162,0.28175050020217896,0.20538625121116638,0.23192813992500305,0.036584217101335526,0.0030596565920859575,0.04093179851770401,0.02732286974787712,0.05510301887989044,0.044986821711063385,0.07199476659297943,0.016518333926796913,0.024775436148047447,0.07533913105726242,0.04575136676430702,0.05491749569773674,0.026344511657953262,0.04129986837506294,0.0032631149515509605,0.03901249170303345,0.2462218850851059,0.20924557745456696,0.28230100870132446,0.2995537221431732,0.2995537221431732,0.2995537221431732,0.2995537221431732,0.2995537221431732,0.2995537221431732,0.2995537221431732,0.25999510288238525,0.23333901166915894,0
0.2591831088066101,0.05253853276371956,0.11640845239162445,0.2591831088066101,0.20803140103816986,0.14728541672229767,0.1668771505355835,0.22512222826480865,0.1453661322593689,0.2591831088066101,0.24698075652122498,0.1530109941959381,0.12556564807891846,0.2591831088066101,0.15295159816741943,0.10527902096509933,0.2591831088066101,0.21535789966583252,0.2591831088066101,0.03907891735434532,0.09838198125362396,0.15557071566581726,0.13367803394794464,0.2591831088066101,0.2186022847890854,0.07913285493850708,0.16068795323371887,0.11357162892818451,0.051638148725032806,0.12841321527957916,0.12564222514629364,0.051510751247406006,0.10515555739402771,0.14775459468364716,0.07763323187828064,0.21164172887802124,0.2605884075164795,0.13218149542808533,0.14640016853809357,0.10511782020330429,0.03951927274465561,0.2605884075164795,0.21954794228076935,0.2605884075164795,0.11064081639051437,0.1540963351726532,0.2605884075164795,0.12278354912996292,0.15155068039894104,0.2553570568561554,0
0.23248647153377533,0.17075277864933014,0.23248647153377533,0.19227537512779236,0.1065383106470108,0.14030574262142181,0.159062460064888,0.1349247545003891,0.13837799429893494,0.043786194175481796,0.13028855621814728,0.1412910372018814,0.06565197557210922,0.19310571253299713,0.23248647153377533,0.23248647153377533,0.23248647153377533,0.22395989298820496,0.06075898930430412,0.13699235022068024,0.14687415957450867,0.23248647153377533,0.23248647153377533,0.23248647153377533,0.23248647153377533,0.23248647153377533,0.1116144135594368,0.18151269853115082,0.2025415599346161,0.19049562513828278,0.19976924359798431,0.1979861855506897,0.17673514783382416,0.10670223087072372,0.2343095988035202,0.2343095988035202,0.2343095988035202,0.2343095988035202,0.2343095988035202,0.14194852113723755,0.13972772657871246,0.05905742198228836,0.22782808542251587,0.2343095988035202,0.2343095988035202,0.23159590363502502,0.18494798243045807,0.058629050850868225,0.136419415473938,0.12666171789169312,0
0.25117138028144836,0.2442905604839325,0.25117138028144836,0.23688462376594543,0.027456527575850487,0.1602877974510193,0.25117138028144836,0.25117138028144836,0.25117138028144836,0.17351828515529633,0.21546396613121033,0.1668221652507782,0.07980364561080933,0.04782576486468315,0.1686716377735138,0.25117138028144836,0.13969279825687408,0.12366363406181335,0.1500237137079239,0.22126905620098114,0.21630260348320007,0.16873659193515778,0.07468737661838531,0.13793613016605377,0.10637454688549042,0.1473635584115982,0.21631206572055817,0.07456157356500626,0.08836832642555237,0.18955804407596588,0.20604412257671356,0.08683572709560394,0.07245618849992752,0.22046099603176117,0.14867930114269257,0.09996944665908813,0.13459865748882294,0.07302645593881607,0.16291430592536926,0.20621058344841003,0.21347402036190033,0.1491459459066391,0.12174688279628754,0.12986037135124207,0.25452640652656555,0.16215215623378754,0.046261440962553024,0.07372038811445236,0.1588834524154663,0.21003055572509766,0
0.02084530144929886,0.029614105820655823,0.0065694209188222885,0.006050260737538338,0.005456301849335432,0.0,8.111695024126675e-06,0.005091245751827955,0.0007625365979038179,0.042825423181056976,0.010816765017807484,0.010887574404478073,0.012540953233838081,0.02008717693388462,0.05474979430437088,0.03377654775977135,0.08890049159526825,0.06577743589878082,0.163421168923378,0.24620044231414795,0.3622317910194397,0.3622317910194397,0.3622317910194397,0.3622317910194397,0.3622317910194397,0.3622317910194397,0.2973483204841614,0.04903154447674751,0.09345358610153198,0.04229491576552391,0.06248397007584572,0.08945329487323761,0.05008373036980629,0.29602956771850586,0.3624671399593353,0.3624671399593353,0.3624671399593353,0.3624671399593353,0.3624671399593353,0.3624671399593353,0.24359659850597382,0.1621904969215393,0.06367727369070053,0.08626615256071091,0.032695990055799484,0.054055679589509964,0.018753686919808388,0.011757169850170612,0.011006377637386322,0.01100852619856596,0
0.10521233081817627,0.1092533990740776,0.05531669408082962,0.050401315093040466,0.053456198424100876,0.09336504340171814,0.26879605650901794,0.26879605650901794,0.17032091319561005,0.26879605650901794,0.26011747121810913,0.20132708549499512,0.26879605650901794,0.26879605650901794,0.26879605650901794,0.26879605650901794,0.26879605650901794,0.26879605650901794,0.17632226645946503,0.26879605650901794,0.16892413794994354,0.08884494006633759,0.056052446365356445,0.049315355718135834,0.011831901036202908,0.07711809128522873,0.11890709400177002,0.014429335482418537,0.04005364328622818,0.047815218567848206,0.05613437667489052,0.03970064967870712,0.015095595270395279,0.11461693048477173,0.07658938318490982,0.0130150206387043,0.0529349111020565,0.053890302777290344,0.09339536726474762,0.16663238406181335,0.2668510377407074,0.17274485528469086,0.26781824231147766,0.26781824231147766,0.26781824231147766,0.26781824231147766,0.26781824231147766,0.26781824231147766,0.20654883980751038,0.264768123626709,0
0.27022528648376465,0.12719950079917908,0.15587906539440155,0.03486385568976402,0.029714234173297882,0.06516844779253006,0.06462865322828293,0.02232322469353676,0.09068084508180618,0.05706252157688141,0.0582495778799057,0.11261070519685745,0.04566831886768341,0.007697351276874542,0.06863130629062653,0.22289882600307465,0.27022528648376465,0.27022528648376465,0.27022528648376465,0.27022528648376465,0.27022528648376465,0.27022528648376465,0.2653754949569702,0.27022528648376465,0.09630315005779266,0.1420648843050003,0.27022528648376465,0.0761806070804596,0.16064636409282684,0.27022528648376465,0.2734895348548889,0.15001298487186432,0.07195349037647247,0.2662581503391266,0.1469903290271759,0.09849929809570312,0.2734895348548889,0.2586466372013092,0.2734895348548889,0.2734895348548889,0.2734895348548889,0.2734895348548889,0.2734895348548889,0.2734895348548889,0.22963616251945496,0.06737372279167175,0.005443349480628967,0.04568701237440109,0.11216819286346436,0.0535045824944973,0
0.43630191683769226,0.15309745073318481,0.18188241124153137,0.31553709506988525,0.17747603356838226,0.1079719141125679,0.014070951379835606,0.12477364391088486,0.013663855381309986,0.02282077819108963,0.056503865867853165,0.011736785992980003,0.01675163395702839,0.000786037533544004,0.03527803346514702,0.03527803346514702,0.02192792296409607,0.017021039500832558,0.031979892402887344,0.10121448338031769,0.06144167482852936,0.00386314676143229,0.11872849613428116,0.07693866640329361,0.2631854712963104,0.22714625298976898,0.13500787317752838,0.16678351163864136,0.43630191683769226,0.43630191683769226,0.44167453050613403,0.44167453050613403,0.15722545981407166,0.1291685253381729,0.21752117574214935,0.24747362732887268,0.07208306342363358,0.1152186468243599,0.0035418232437223196,0.06122666597366333,0.09629438817501068,0.030356774106621742,0.016526639461517334,0.0219456497579813,0.03446358069777489,0.03446358069777489,0.0008496067603118718,0.016207315027713776,0.011317822150886059,0.05380900576710701,0
