0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,label
0.053951893001794815,0.13471639156341553,0.3191256523132324,0.5354619026184082,0.5354619026184082,0.5354619026184082,0.09130612760782242,0.023571550846099854,0.0519724041223526,0.053688548505306244,0.023106949403882027,0.08612893521785736,0.5374335646629333,0.5374335646629333,0.5374335646629333,0.3142825961112976,0.12464773654937744,0.05461829900741577,0.04733894765377045,0.01911996491253376,0.08605514466762543,0.5384439826011658,0.5384439826011658,0.5384439826011658,0.30945998430252075,0.12795302271842957,0.05203399062156677,0.052593909204006195,0.1182534247636795,0.3047757148742676,0
0.31518086791038513,0.3454054296016693,0.3454054296016693,0.3454054296016693,0.3454054296016693,0.3454054296016693,0.3454054296016693,0.3454054296016693,0.24915020167827606,0.257567435503006,0.3427385091781616,0.3427385091781616,0.3427385091781616,0.3427385091781616,0.3427385091781616,0.3427385091781616,0.3427385091781616,0.3285525143146515,0.24256761372089386,0.3458905816078186,0.3458905816078186,0.3458905816078186,0.3458905816078186,0.3458905816078186,0.3458905816078186,0.3458905816078186,0.31658005714416504,0.33024728298187256,0.34319376945495605,0.34319376945495605,0
0.01393355056643486,0.11853702366352081,0.3493795096874237,0.458303838968277,0.458303838968277,0.458303838968277,0.4499126374721527,0.10101445764303207,0.1279006153345108,0.13827279210090637,0.10073768347501755,0.45590564608573914,0.45590564608573914,0.45590564608573914,0.45590564608573914,0.345930278301239,0.12111537903547287,0.021028727293014526,0.12954823672771454,0.0988927036523819,0.43927982449531555,0.4657478928565979,0.4657478928565979,0.4657478928565979,0.33438581228256226,0.11417325586080551,0.014357092790305614,0.021381711587309837,0.11634925752878189,0.32983747124671936,0
0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0
0.33447396755218506,0.33447396755218506,0.33447396755218506,0.31886565685272217,0.33447396755218506,0.33447396755218506,0.33447396755218506,0.33447396755218506,0.33447396755218506,0.3360424339771271,0.3360424339771271,0.3360424339771271,0.3360424339771271,0.3360424339771271,0.3053624927997589,0.3360424339771271,0.3360424339771271,0.3360424339771271,0.33582374453544617,0.33582374453544617,0.33582374453544617,0.33582374453544617,0.33582374453544617,0.31235572695732117,0.33111247420310974,0.33582374453544617,0.33582374453544617,0.33707964420318604,0.33707964420318604,0.33411696553230286,0
0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0.3327786922454834,0
0.061003342270851135,0.00964341126382351,0.03278948739171028,0.05151968449354172,0.13915812969207764,0.5280647277832031,0.5458105206489563,0.5458105206489563,0.30490973591804504,0.3188802897930145,0.5446612238883972,0.5446612238883972,0.5216907858848572,0.13473543524742126,0.04960012808442116,0.03099535033106804,0.008240447379648685,0.07589998096227646,0.2998639941215515,0.5437678694725037,0.5437678694725037,0.5261185169219971,0.17038989067077637,0.05045102909207344,0.03127327933907509,0.009519767947494984,0.061943236738443375,0.07670871913433075,0.0080575505271554,0.02959192730486393,0
0.22933705151081085,0.3718712627887726,0.4035017192363739,0.4035017192363739,0.4035017192363739,0.4035017192363739,0.31751224398612976,0.16237807273864746,0.1632491648197174,0.16856175661087036,0.1621703803539276,0.3168572783470154,0.4020465016365051,0.4020465016365051,0.4020465016365051,0.4020465016365051,0.3714955151081085,0.23727287352085114,0.15166446566581726,0.15410764515399933,0.31341469287872314,0.40540385246276855,0.40540385246276855,0.40540385246276855,0.40540385246276855,0.3759119510650635,0.22858527302742004,0.2372705191373825,0.37572211027145386,0.40367457270622253,0
0.38906461000442505,0.15510229766368866,0.16879452764987946,0.18798236548900604,0.38906461000442505,0.38906461000442505,0.38906461000442505,0.38906461000442505,0.38906461000442505,0.39072513580322266,0.39072513580322266,0.39072513580322266,0.39072513580322266,0.39072513580322266,0.18221448361873627,0.15807129442691803,0.14802396297454834,0.39072513580322266,0.387781023979187,0.387781023979187,0.387781023979187,0.387781023979187,0.387781023979187,0.18771131336688995,0.17717868089675903,0.16508644819259644,0.387781023979187,0.389567106962204,0.1577501744031906,0.1657882183790207,0
0.49788233637809753,0.413290798664093,0.13745532929897308,0.0581628642976284,0.07528271526098251,0.11897483468055725,0.19610793888568878,0.49788233637809753,0.49788233637809753,0.5029694437980652,0.486027330160141,0.18960930407047272,0.11521854251623154,0.07419685274362564,0.055890265852212906,0.13648462295532227,0.4198971688747406,0.5029694437980652,0.5064763426780701,0.4963860511779785,0.18136392533779144,0.10331834107637405,0.06701231747865677,0.03976563736796379,0.1276296228170395,0.4117974638938904,0.5064763426780701,0.5143422484397888,0.42001035809516907,0.12749743461608887,0
